"ID","BAND_ID","SPINOFF_ID"
220,"6706f4e515c2b9798b2b0d26","67082f087e141ea1004f0d55"
221,"6706f4e515c2b9798b2b0d26","67082f087e141ea1004f0d54"
222,"6706f4e515c2b9798b2b0d26","67082f097e141ea1004f0d57"
223,"6706f4e515c2b9798b2b0d26","67082f097e141ea1004f0d58"
224,"6706f4e515c2b9798b2b0d26","67082f097e141ea1004f0d56"
225,"6706f32215c2b9798b2b0b1d","6706f54415c2b9798b2b0db3"
226,"6706f32215c2b9798b2b0b1d","6706f54415c2b9798b2b0db4"
227,"6706f55115c2b9798b2b0dca","6706f32315c2b9798b2b0b1e"
228,"6706f55115c2b9798b2b0dcb","6706f32315c2b9798b2b0b1e"
229,"67083060f5951699062f8ecd","67082c905f2a9b4b88ae06dc"
230,"67082c905f2a9b4b88ae06db","67082c905f2a9b4b88ae06dc"
231,"67083061f5951699062f8ece","67082c905f2a9b4b88ae06dc"
232,"67083060f5951699062f8ecc","67082c905f2a9b4b88ae06dc"
234,"67082caf5f2a9b4b88ae06fb","67082caf5f2a9b4b88ae06fa"
235,"670830a7f5951699062f8f19","67082cb65f2a9b4b88ae0705"
236,"67082cb65f2a9b4b88ae0705","670830a8f5951699062f8f1a"
237,"670830c7f5951699062f8f40","67082cdb5f2a9b4b88ae071a"
240,"6706f64115c2b9798b2b0edd","6706f2e115c2b9798b2b0ab6"
239,"67082ce95f2a9b4b88ae0723","67082cea5f2a9b4b88ae0725"
241,"6706f64115c2b9798b2b0edd","6706f63f15c2b9798b2b0eda"
242,"67082c7f5f2a9b4b88ae06d3","6706f66c15c2b9798b2b0f01"
243,"6706f3af15c2b9798b2b0bbb","6706f66c15c2b9798b2b0f01"
244,"6708312df5951699062f8fb7","6706f66c15c2b9798b2b0f01"
245,"6708312df5951699062f8fb8","6706f66c15c2b9798b2b0f01"
246,"6706f28615c2b9798b2b0a43","6706f66c15c2b9798b2b0f01"
247,"6706f67715c2b9798b2b0f0b","67083135f5951699062f8fba"
248,"6706f67715c2b9798b2b0f0b","6706f3a115c2b9798b2b0ba9"
249,"6706f67715c2b9798b2b0f0b","6708313df5951699062f8fc5"
250,"6706f67715c2b9798b2b0f0b","6708313cf5951699062f8fc4"
251,"6706f68215c2b9798b2b0f16","67083152f5951699062f8fdf"
252,"6706f68215c2b9798b2b0f16","67083152f5951699062f8fe0"
253,"6706f68215c2b9798b2b0f16","6706f3a315c2b9798b2b0bac"
258,"6708319ef5951699062f9006","67082c5d5f2a9b4b88ae06b4"
255,"6706f68b15c2b9798b2b0f1f","6706f3af15c2b9798b2b0bbb"
256,"6706f68c15c2b9798b2b0f20","67083167f5951699062f8feb"
257,"6706f68c15c2b9798b2b0f20","6706f68b15c2b9798b2b0f1f"
259,"6708319ef5951699062f9005","67082c5d5f2a9b4b88ae06b4"
260,"67082c5d5f2a9b4b88ae06b4","6708319ff5951699062f9008"
261,"67082c5d5f2a9b4b88ae06b4","6708319ef5951699062f9007"
262,"670831c2f5951699062f902e","67082c6a5f2a9b4b88ae06c5"
263,"670831dff5951699062f9051","67082c7f5f2a9b4b88ae06d2"
264,"67082cff5f2a9b4b88ae074a","6706f0a290b652736e310733"
265,"67082cff5f2a9b4b88ae074a","67082d035f2a9b4b88ae074c"
276,"67082dd55f2a9b4b88ae0826","6708327d3a9193be0699aa10"
267,"67082cff5f2a9b4b88ae074a","6706f38215c2b9798b2b0b80"
268,"67083135f5951699062f8fba","67082d025f2a9b4b88ae074b"
269,"67083208f5951699062f9078","67082d025f2a9b4b88ae074b"
270,"67083209f5951699062f9079","67082d025f2a9b4b88ae074b"
271,"67082d025f2a9b4b88ae074b","67083209f5951699062f907a"
277,"67082dd55f2a9b4b88ae0826","6708327d3a9193be0699aa0f"
278,"67082dd55f2a9b4b88ae0826","6708327e3a9193be0699aa12"
279,"67082dd55f2a9b4b88ae0826","6708327e3a9193be0699aa13"
280,"67082dd55f2a9b4b88ae0826","6708327d3a9193be0699aa11"
281,"67082dd55f2a9b4b88ae0826","6708327f3a9193be0699aa14"
282,"6708328a3a9193be0699aa33","67082dd65f2a9b4b88ae0827"
283,"67082def5f2a9b4b88ae0839","670832a53a9193be0699aa5d"
284,"67082def5f2a9b4b88ae0839","670832a53a9193be0699aa5c"
285,"67082def5f2a9b4b88ae0839","670832a53a9193be0699aa5e"
286,"67082def5f2a9b4b88ae0839","670832a63a9193be0699aa5f"
287,"67082def5f2a9b4b88ae0839","670832a43a9193be0699aa5b"
288,"67082def5f2a9b4b88ae0839","670832a73a9193be0699aa61"
289,"67082def5f2a9b4b88ae0839","670832a63a9193be0699aa60"
290,"67082dfd5f2a9b4b88ae0849","670832ba3a9193be0699aa76"
291,"67082dfd5f2a9b4b88ae0849","670832b93a9193be0699aa75"
292,"670832fe3a9193be0699aaf2","67082e0b5f2a9b4b88ae0859"
293,"67082e0b5f2a9b4b88ae0859","670832ff3a9193be0699aaf5"
294,"67082e0b5f2a9b4b88ae0859","670832ff3a9193be0699aaf4"
295,"67082e0b5f2a9b4b88ae0859","670832ff3a9193be0699aaf3"
