"ID","BAND_ID","MEMBER_ID"
79,"6706f02c9ded543374d12d97","6706f0e645fe7efa4ac730d6"
88,"6706f02d9ded543374d12d99","6706f0ee45fe7efa4ac730df"
236,"6706f1f815c2b9798b2b0992","6706f26d15c2b9798b2b0a17"
58,"6706f0d245fe7efa4ac730bc","6706f02b9ded543374d12d94"
59,"6706f0d345fe7efa4ac730bf","6706f02b9ded543374d12d94"
60,"6706f0d245fe7efa4ac730be","6706f02b9ded543374d12d94"
63,"6706f02c9ded543374d12d95","6706f02b9ded543374d12d93"
64,"6706f02c9ded543374d12d95","6706f0299ded543374d12d8f"
237,"6706f1f815c2b9798b2b0992","6706f26f15c2b9798b2b0a1b"
238,"6706f1f815c2b9798b2b0992","6706f26e15c2b9798b2b0a18"
239,"6706f1f815c2b9798b2b0992","6706f26e15c2b9798b2b0a1a"
69,"6706f02c9ded543374d12d96","6706f02a9ded543374d12d91"
242,"6706f1f915c2b9798b2b0994","6706f27215c2b9798b2b0a1e"
71,"6706f02c9ded543374d12d96","6706f02b9ded543374d12d94"
72,"6706f02c9ded543374d12d96","6706f0e045fe7efa4ac730d2"
74,"6706f02c9ded543374d12d96","6706f0dd45fe7efa4ac730cc"
75,"6706f02c9ded543374d12d96","6706f0e045fe7efa4ac730d3"
76,"6706f02c9ded543374d12d96","6706f0dd45fe7efa4ac730cb"
77,"6706f02c9ded543374d12d96","6706f0299ded543374d12d8e"
80,"6706f02c9ded543374d12d97","6706f0e545fe7efa4ac730d4"
81,"6706f02c9ded543374d12d97","6706f02b9ded543374d12d94"
89,"6706f02d9ded543374d12d99","6706f0299ded543374d12d8f"
90,"6706f02e9ded543374d12d9b","6706f0f345fe7efa4ac730e7"
91,"6706f02e9ded543374d12d9b","6706f0299ded543374d12d8f"
92,"6706f02e9ded543374d12d9b","6706f0f345fe7efa4ac730e8"
93,"6706f02e9ded543374d12d9b","6706f0f245fe7efa4ac730e6"
94,"6706f02f9ded543374d12d9d","6706f0f945fe7efa4ac730ed"
95,"6706f02f9ded543374d12d9d","6706f0fa45fe7efa4ac730ee"
96,"6706f02f9ded543374d12d9d","6706f0299ded543374d12d8e"
245,"6706f20415c2b9798b2b09a4","6706f0dd45fe7efa4ac730cb"
246,"6706f20415c2b9798b2b09a4","6706f27415c2b9798b2b0a21"
250,"6706f20415c2b9798b2b09a5","6706f27a15c2b9798b2b0a2a"
251,"6706f20415c2b9798b2b09a5","6706f27b15c2b9798b2b0a2d"
252,"6706f20415c2b9798b2b09a5","6706f28015c2b9798b2b0a3a"
253,"6706f20415c2b9798b2b09a5","6706f27d15c2b9798b2b0a32"
254,"6706f20415c2b9798b2b09a5","6706f28015c2b9798b2b0a39"
255,"6706f20415c2b9798b2b09a5","6706f27c15c2b9798b2b0a2e"
256,"6706f20415c2b9798b2b09a5","6706f27e15c2b9798b2b0a34"
257,"6706f20415c2b9798b2b09a5","6706f27b15c2b9798b2b0a2b"
258,"6706f20415c2b9798b2b09a5","6706f28115c2b9798b2b0a3b"
259,"6706f20415c2b9798b2b09a5","6706f27b15c2b9798b2b0a2c"
260,"6706f20415c2b9798b2b09a5","6706f27d15c2b9798b2b0a31"
262,"6706f20415c2b9798b2b09a5","6706f0de45fe7efa4ac730cd"
264,"6706f20415c2b9798b2b09a5","6706f27a15c2b9798b2b0a29"
265,"6706f20415c2b9798b2b09a5","6706f27915c2b9798b2b0a28"
267,"6706f20415c2b9798b2b09a5","6706f27e15c2b9798b2b0a33"
268,"6706f20415c2b9798b2b09a5","6706f27f15c2b9798b2b0a37"
269,"6706f20415c2b9798b2b09a5","6706f27f15c2b9798b2b0a35"
271,"6706f20415c2b9798b2b09a6","6706f28615c2b9798b2b0a42"
272,"6706f20415c2b9798b2b09a6","6706f0de45fe7efa4ac730cd"
274,"6706f20515c2b9798b2b09a8","6706f28a15c2b9798b2b0a48"
277,"6706f20615c2b9798b2b09a9","6706f0de45fe7efa4ac730cd"
280,"6706f20615c2b9798b2b09a9","6706f29015c2b9798b2b0a55"
281,"6706f20615c2b9798b2b09a9","6706f29115c2b9798b2b0a57"
282,"6706f20615c2b9798b2b09a9","6706f29015c2b9798b2b0a53"
284,"6706f20915c2b9798b2b09ae","6706f29715c2b9798b2b0a5e"
285,"6706f20915c2b9798b2b09ae","6706f0de45fe7efa4ac730ce"
286,"6706f20915c2b9798b2b09ae","6706f29815c2b9798b2b0a60"
288,"6706f20915c2b9798b2b09ae","6706f29815c2b9798b2b0a61"
290,"6706f20e15c2b9798b2b09b4","6706f29b15c2b9798b2b0a62"
